;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Referente;Doc;C Nr / Pedido;Op/Proj;Classificação;Categoria;Prestador;Estab;CNPJ;Cod Datasul;Situação;Status;Valor R$
;2023;nov;13/11/23;13/11/23;20/11/23;CONTRATO;EUAX-ARTIA;;Licença de uso Programa Artia;43861;668;O;SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2023;nov;16/11/23;13/11/23;25/11/23;CONTRATO;BELLFONE - 1;P 11/12;Serviços de telefonia;4552;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 1.113,83 
;2023;nov;16/11/23;13/11/23;25/11/23;CONTRATO;BELLFONE - 2;P 11/12;Serviços de telefonia;4553;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 4.772,74 
;2023;nov;13/11/23;13/11/23;27/11/23;CONTRATO;TOTVS 00 - TICKETS;Manutenção Datasul - ERP;Tickets;1044130;134;O;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 657,96 
;2023;nov;13/11/23;13/11/23;21/11/23;CONTRATO;TSPLUS BRASIL;P 11/12;Link Radio - Acesso Internet;4123;1531;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 3.570,80 
;2023;nov;16/11/23;16/11/23;15/12/23;CONTRATO;CORE TELECOM;;Locação de Firewall;4049;1064;0;INFRA;Consultoria;CORE SERVIÇOS E INFORMATICA;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 988,70 
;2023;nov;16/11/23;16/11/23;12/12/23;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;Manutenção Datasul - ERP;TOTVS3 - 365084/01 - 400003/01;1045507;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 10.389,29 
;2023;nov;16/11/23;16/11/23;14/12/23;CONTRATO;TOTVS 08 - AAHVOT/03;;TOTVS 8 - AAHVOT/03;1045562;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.421,48 
;2023;nov;16/11/23;16/11/23;12/12/23;CONTRATO;TOTVS 02 - 400003/01;Manutenção Datasul - ERP;TOTVS 2 - 400003/01;1045449;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.704,00 
;2023;nov;16/11/23;16/11/23;26/12/23;CONTRATO;TOTVS 04 - 943448/02;Manutenção Datasul - ERP;TOTVS4 - 943448/02;1045854;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.719,29 
;2023;nov;16/11/23;16/11/23;20/12/23;CONTRATO;TOTVS 05 - A48004/04;Manutenção Datasul - ERP;TOTVS5 - A48004/04;1045832;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.642,20 
;2023;nov;16/11/23;16/11/23;14/12/23;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;Manutenção Datasul - ERP;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;1045677;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.565,48 
;2023;nov;16/11/23;16/11/23;26/12/23;CONTRATO;TOTVS 07 - AACRAH/03;Manutenção Datasul - ERP;TOTVS7 - AACRAH/03;1045968;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.478,95 
;2023;nov;17/11/23;17/11/23;16/12/23;CONTRATO;VALCANAIA;Demanda;Consultoria Financeira;278;999;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 44.000,00 
;2023;nov;17/11/23;17/11/23;26/11/23;CONTRATO;LZ GESTÃO;Demanda;Consultoria;17;1362;0;SPOT;Consultoria;LZ GESTÃO DE TI LTDA;I7 NÚCLEO;48.421.249/0001-05;11235;INATIVO;LANÇADO; 8.906,00 
;2023;nov;20/11/23;20/11/23;29/11/23;CONTRATO;VIVO - EQUIPLEX;P 20/24;NF 1 - PRINCIPAL;16470814;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.504,18 
;2023;nov;20/11/23;20/11/23;29/11/23;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 17/24;NF 2 - MONITORAMENTO;201123;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 52,51 
;2023;nov;20/11/23;20/11/23;05/12/23;CONTRATO;HCOMPANY-EQUIPLEX-SERV;FALTA SALDO;Prestação de Serviços - Equiplex;36;1210;O;LOCAÇÃO;Consultoria;H.COMPANY LTDA;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 467.700,00 
;2023;nov;20/11/23;20/11/23;05/12/23;CONTRATO;HCOMPANY-TRANSPLEX-SERV;Demanda;Prestação de Serviços - Transplex;34;1212;O;LOCAÇÃO;Consultoria;H.COMPANY LTDA;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 269.650,00 
;2023;nov;20/11/23;20/11/23;15/12/23;CONTRATO;ENTERNESS;P 06/12;Gestão de Whatsapp;1020;1271;O;SISTEMAS;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 2.348,50 
;2023;nov;20/11/23;20/11/23;15/12/23;CONTRATO;ENTERNESS;P 06/12;Gestão de Whatsapp;1021;1271;O;SISTEMAS;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 1.006,50 
;2023;nov;20/11/23;20/11/23;29/11/23;CONTRATO;VALCANAIA;Demanda;Consultoria Financeira;279;999;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 13.175,00 
;2023;nov;20/11/23;20/11/23;05/12/23;CONTRATO;HCOMPANY-EQUIPLEX-LOC;Demanda;Contrato Locação - Equiplex;001/112023;1215;O;LOCAÇÃO;Locação;H.COMPANY LTDA;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 192.288,54 
;2023;nov;20/11/23;20/11/23;05/12/23;CONTRATO;HCOMPANY-HOSPDROGAS-LOC;Demanda;Contrato Locação - Hospdrogas;003/112023;1214;O;LOCAÇÃO;Locação;H.COMPANY LTDA;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 102.493,37 
;2023;nov;20/11/23;20/11/23;05/12/23;CONTRATO;HCOMPANY-HOSPDROGAS-SERV;Demanda;Prestação de Serviços - Hospdrogas;37;1211;O;LOCAÇÃO;Consultoria;H.COMPANY LTDA;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 80.960,00 
;2023;nov;21/11/23;21/11/23;28/11/23;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria Servidores;1454;980;O;TERCEIROS;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 11.842,50 
;2023;nov;21/11/23;21/11/23;30/11/23;PEDIDO;CLICKBIS;;Consultoria em TI para Valcanaia;24;PEDIDO;0;SPOT;Consultoria;CLICKBIS LTDA;I7 NÚCLEO;39.332.525/0001-60;13244;ATIVO;LANÇADO; 14.213,00 
;2023;nov;22/11/23;22/11/23;06/12/23;CONTRATO;DW SERVICE;Demanda;Loc.Impressoras e serviços;3480;1260;O;LOCAÇÃO;Locação;DW SERVICE LTDA;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 4.043,78 
;2023;nov;24/11/23;24/11/23;20/12/23;CONTRATO;SUPERI - G8NET - I7;P 08/12;Serviços de Internet;13479;1008;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2023;nov;20/11/23;24/11/23;05/12/23;CONTRATO;HCOMPANY-TRANSPLEX-LOC;Demanda;Contrato Locação - Transplex;002/112023;1213;O;LOCAÇÃO;Locação;H.COMPANY LTDA;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 84.081,81 
;2023;nov;27/11/23;25/11/23;04/12/23;CONTRATO;VOGEL-ALGAR - EQUIPLEX;;Ainda nao gerou 20/11;42677;1208;O;CONECTIVIDADE;Internet;VOGEL SOL. EM TEL. E INF. S/A;EQUIPLEX;05.872.814/0018-88;11460;ATIVO;LANÇADO; 1.718,20 
;2023;nov;27/11/23;27/11/23;15/12/23;CONTRATO;PROX-VELOMAX - TRANSPLEX;P 12/12;Acesso internet - Transplex;9751;1163;0;CONECTIVIDADE;Internet;PROX TELECOM LTDA;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 239,00 
;2023;nov;01/12/23;27/11/23;15/12/23;CONTRATO;SANTODIGITAL 1;P 11/12;G Suite Business - Licenca;14114;958;O;SISTEMAS;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 16.968,00 
;2023;nov;27/11/23;28/11/23;27/12/23;CONTRATO;NEOMIND - P15110/21;P 11/12;Taxa de Manutenção;18860;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 960,70 
;2023;nov;27/11/23;28/11/23;27/12/23;CONTRATO;NEOMIND - P3916/18;P 09/12;Licença de Uso Fusion;18859;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 2.373,58 
;2023;dez;01/12/23;01/12/23;10/12/23;CONTRATO;C&C COMPUTER CLOUD;P 12/12;Computação na Nuvem;6411;897;O;INFRA - BANCO DE DADOS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 50.877,04 
;2023;dez;01/12/23;01/12/23;10/12/23;CONTRATO;C&C COMPUTER CLOUD;P 02/12;Computação na Nuvem;6412;897;O;INFRA - BANCO DE DADOS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 2.800,00 
;2023;dez;01/12/23;01/12/23;10/12/23;CONTRATO;GEORGELLIS;P 02/12;Acompanhamento de Contratos;47;1365;O;SPOT;Consultoria;NUCLEO ASSESSOIA EMPRESARIAL;I7 NÚCLEO;30.025.669/0001-07;2414;INATIVO;LANÇADO; 6.393,33 
;2023;dez;01/12/23;01/12/23;17/12/23;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 12/12;Locação de Desktops;171223;715;O;LOCAÇÃO;Locação;HP FIN SERV ARREND MERC;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 25.555,50 
;2023;dez;01/12/23;01/12/23;14/12/23;CONTRATO;HPFS - LOCAÇÃO NOTEBOOKS;P 12/12;Locação de Notebooks;141223;1011;0;LOCAÇÃO;Locação;HP FIN SERV ARREND MERC;I7 NÚCLEO;97.406.706/0001-90;1639;INATIVO;LANÇADO; 1.857,27 
;2023;dez;01/12/23;01/12/23;20/12/23;CONTRATO;OPTIDATA - AMPLIDRIVE;P 12/12;Amplidrive;30552;1145;O;SISTEMAS;Consultoria Software;OPTIDATA LTDA;I7 NÚCLEO;01.687.282/0001-00;10726;INATIVO;LANÇADO; 2.072,31 
;2023;dez;01/12/23;01/12/23;15/12/22;CONTRATO;CLARO CELULAR;P 12/12;Celular - Equiplex;948665669;968;O;CONECTIVIDADE;Telefonia;CLARO S.A.;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 6.926,54 
;2023;dez;01/12/23;01/12/23;15/12/22;CONTRATO;CLARO CELULAR;P 12/12;Celular - Equiplex;153382630;968;O;CONECTIVIDADE;Telefonia;CLARO S.A.;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 61,74 
;2023;dez;01/12/23;01/12/23;15/12/22;CONTRATO;CLARO CELULAR;P 12/12;Celular - Equiplex;24578769;968;O;CONECTIVIDADE;Telefonia;CLARO S.A.;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 42,15 
;2023;dez;01/12/23;01/12/23;20/12/23;CONTRATO;ALLE TECNOLOGIA;P 12/12;Gestão de ERP Totvs 12;4352;994;O;DATASUL;Consultoria Software;ALLE TECNOLOGIA LTDA ME;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;LANÇADO; 800,00 
;2023;dez;04/12/23;04/12/23;14/12/23;CONTRATO;HUB CERRADO LTDA;P 05/12;Aluguel de Sala Comercial;1264;1312;0;SPOT;Aluguel;HUB DO CERRADO;I7 NÚCLEO;34.119.623/0001-08;12408;INATIVO;LANÇADO; 30.000,00 
;2023;dez;04/12/23;04/12/23;12/01/24;CONTRATO;VIRTOS BACKUP;P 12/12;Backup na Nuvem;27416;516;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 360,00 
;2023;dez;04/12/23;04/12/23;15/12/23;CONTRATO;OPENNEW;P 05/12;Telefonia-PABX;1256;1302;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 600,00 
;2023;dez;04/12/23;04/12/23;15/12/23;CONTRATO;OI - TELECOM GERAL - 0800;;OI - 0800;16653458;956;O;CONECTIVIDADE;Telefonia;OI S.A.;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 269,62 
;2023;dez;04/12/23;04/12/23;15/12/23;CONTRATO;OI - TELECOM GERAL - DDR;;OI - DDR;17185599;1006;0;CONECTIVIDADE;Telefonia;OI S.A.;EQUIPLEX;76.535.764/0328-51;20119;INATIVO;LANÇADO; 1.180,69 
;2023;dez;04/12/23;04/12/23;22/12/23;CONTRATO;TOTVS 01 - A42305/05;Manutenção Datasul - ERP;TOTVS 1 - A42305/05;1050316;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.345,95 
;2023;dez;05/12/23;05/12/23;17/12/23;CONTRATO;VALIDEINFO WEB;P 12/12;Serviços Consulta Web;1102;778;O;SISTEMAS;Consultoria;VALIDEINFO WEB;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 186,34 
;2023;dez;05/12/23;05/12/23;26/12/23;CONTRATO;FEEDZ;P 05/12;CDU-Licenciamento;43490;1333;O;SISTEMAS;Consultoria Software;FEEDZ TECNOLOGIA LTDA (SUBST 1316);I7 NÚCLEO;30.457.205/0001-61;12617;ATIVO;LANÇADO; 6.776,00 
;2023;dez;05/12/23;05/12/23;12/12/23;CONTRATO;DW SERVICE;Demanda;Loc.Impressoras e serviços;3029;1260;O;LOCAÇÃO;Locação;DW SERVICE LTDA;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 558,00 
;2023;dez;05/12/23;05/12/23;04/01/24;PEDIDO;INTELIGENCIA;;Qlik;19980;1606;O;SISTEMAS;Consultoria;INTELIGENCIA DE NEGOCIOS, SIST E INFORM LTDA;EQUIPLEX;06.984.836/0001-54;1274;ATIVO;LANÇADO; 17.171,00 
;2023;dez;05/12/23;05/12/23;04/01/24;PEDIDO;INTELIGENCIA;;Qlik;19979;1606;O;SISTEMAS;Consultoria;INTELIGENCIA DE NEGOCIOS, SIST E INFORM LTDA;EQUIPLEX;06.984.836/0001-54;1274;ATIVO;LANÇADO; 10.500,00 
;2023;dez;05/12/23;05/12/23;11/12/23;CONTRATO;ACTTIVE - DOCNIX;P 12/12;Licença de Uso;13670;640;O;SISTEMAS;Consultoria Software;ACTTIVE LTDA;EQUIPLEX;25.076.779/0001-50;21092;ATIVO;LANÇADO; 3.215,86 
;2023;dez;05/12/23;05/12/23;13/12/23;CONTRATO;GLOBO SOLUÇÕES;P 03/12;Crachás para o DP;15592;1110;0;LOCAÇÃO;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA (FINALIZADO DEZ23);EQUIPLEX;21.121.429/0001-07;9134;INATIVO;LANÇADO; 350,00 
;2023;dez;05/12/23;05/12/23;02/01/24;CONTRATO;INGRAM - OFFICE 365;P 12/12;Office 365 Licença;1984443;627;O;SISTEMAS;Consultoria Software;INGRAM - MICROSOFT;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 2.989,16 
;2023;dez;05/12/23;05/12/23;15/12/23;CONTRATO;OPENNEW;P 06/12;Telefonia-PABX;1257;1302;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 3.000,00 
;2023;dez;06/12/23;06/12/23;05/01/24;CONTRATO;SETI - I7;P 12/12;S4 Internet Controlada, Servidor Proxy;54829;1020;O;CONECTIVIDADE;Consultoria;SETI SEG E TECNOLOGIA INTERNET LTDA;I7 NÚCLEO;05.348.924/0001-05;9268;ATIVO;LANÇADO; 1.361,00 
;2023;dez;06/12/23;06/12/23;29/12/23;CONTRATO;TOTVS 00 - TICKETS;Manutenção Datasul - ERP;Tickets;1053384;134;O;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.378,97 
;2023;dez;07/12/23;07/12/23;16/12/23;PEDIDO;KA SOLUTION;Demanda;Treinamento e Palestra;17564;PEDIDO;0;SPOT;Consultoria;KA SOLUTION INFORMATICA LTDA;I7 NÚCLEO;04.527.228/0001-95;13376;ATIVO;LANÇADO; 2.875,87 
;2023;dez;07/12/23;07/12/23;18/12/23;CONTRATO;CONTI CONSULTORIA;Demanda;Consultoria em Sistemas - DP;2228;991;O;SISTEMAS;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 16.256,16 
;2023;dez;08/12/23;08/12/23;02/01/24;PEDIDO;TEK ATACADO;Demanda;Botoeira;30483;PEDIDO;0;INFRA;Consultoria;TEK ATACADO DISTRIBUIDOR DE SEG ELETRONICA;HOSPDROGAS;27.316.854/0001-38;4654;ATIVO;LANÇADO; 171,74 
;2023;dez;08/12/23;08/12/23;20/12/23;CONTRATO;ALGAR-PABX-EQUIPLEX;P 05/12;Internet-Voz;2520992;1326;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;LANÇADO; 799,00 
;2023;dez;08/12/23;08/12/23;08/01/24;CONTRATO;INGRAM - OFFICE 365;Office 365 Licença + Aditivo;Office 365 Licença + Aditivo;1986470;627;O;SISTEMAS;Consultoria Software;INGRAM - MICROSOFT;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 14.110,20 
;2023;dez;08/12/23;08/12/23;15/12/23;PEDIDO;COMPEX - HCOMPANY;Demanda;Compra Coletaores;13796;PEDIDO;0;INFRA;Locação;COMPEX TECNOLOGIA LTDA;H.SOLUÇÕES;03.391.625/0004-62;8664;ATIVO;LANÇADO; 12.402,30 
;2023;dez;08/12/23;08/12/23;26/01/24;CONTRATO;NEOMIND - P15110/21;P 12/12;Taxa de Manutenção;18944;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 960,70 
;2023;dez;08/12/23;08/12/23;15/12/23;PEDIDO;COMPEX - HCOMPANY;Demanda;Licenca de Software;4743;PEDIDO;0;INFRA;Locação;COMPEX TECNOLOGIA LTDA;H.SOLUÇÕES;03.391.625/0004-62;8664;ATIVO;LANÇADO; 6.798,00 
;2023;dez;08/12/23;08/12/23;26/01/24;CONTRATO;NEOMIND - P3916/18;P 08/12;Licença de Uso Fusion;18943;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 2.373,58 
;2023;dez;11/12/23;11/12/23;20/12/23;CONTRATO;CLARO NET - HT3;P 12/12;Internet HT3;5596348;1073;O;CONECTIVIDADE;Internet;CLARO NEXT TELECOMUNICAÇÕES S.A.;I7 NÚCLEO;66.970.229/0019-96;23772;ATIVO;LANÇADO; 185,00 
;2023;dez;11/12/23;11/12/23;22/12/23;CONTRATO;CLARO - CHIP;P 09/24;ADITIVO CHIP;56734109;1275;O;CONECTIVIDADE;Telefonia;CLARO S.A.;I7 NÚCLEO;40.432.544/0436-28;261010;ATIVO;LANÇADO; 39,99 
;2023;dez;11/12/23;11/12/23;20/12/23;CONTRATO;EUAX-ARTIA;;Licença de uso Programa Artia;44239;668;O;SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2023;dez;18/12/23;12/12/23;27/12/23;PEDIDO;MARILSA - DIGITAL SYSTEM;;Manutenção em Impressora;135;PEDIDO;0;SPOT;Consultoria;MARILSA CANDIDO BENTO;I7 NÚCLEO;41.879.064./0001-91;9401;ATIVO;LANÇADO; 230,00 
;2023;dez;12/12/23;12/12/23;19/12/23;CONTRATO;CLICKSIGN;;Certificação Digital;83903;1334;O;SISTEMAS;Consultoria Software;CLICKSIGN GESTAO DE DOCUMENTOS S/A;I7 NÚCLEO;12.499.520/0001-70;1385;ATIVO;LANÇADO; 236,80 
;2023;dez;13/12/23;13/12/23;21/12/23;CONTRATO;TSPLUS BRASIL;P 12/12;Link Radio - Acesso Internet;4320;1531;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 3.570,80 
;2023;dez;13/12/23;13/12/23;15/01/24;CONTRATO;CORE TELECOM;;Locação de Firewall;4065;1064;0;INFRA;Consultoria;CORE SERVIÇOS E INFORMATICA;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 988,70 
;2023;dez;14/12/23;14/12/23;12/01/24;PEDIDO;TEK ATACADO;P 12/12;Link Radio - Acesso Internet;86091;PEDIDO;0;INFRA;Consultoria;TEK ATACADO DISTRIBUIDOR DE SEG ELETRONICA;HOSPDROGAS;27.316.854/0001-38;4654;ATIVO;LANÇADO; 5.274,97 
;2023;dez;14/12/23;14/12/23;11/02/24;PEDIDO;INGR-261597-EQUIPLEX;Demanda;Mochia;397327;65492;0;INFRA;Consultoria;INGRAM MICRO BRASIL LTDA;EQUIPLEX;01.771.935/0008-00;261597;ATIVO;LANÇADO; 518,00 
;2023;dez;15/12/23;15/12/23;12/01/24;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;Manutenção Datasul - ERP;TOTVS3 - 365084/01 - 400003/01;1054848;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 10.389,29 
;2023;dez;15/12/23;15/12/23;14/01/24;CONTRATO;TOTVS 08 - AAHVOT/03;;TOTVS 8 - AAHVOT/03;1054928;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.421,48 
;2023;dez;18/12/23;15/12/23;17/01/24;CONTRATO;ENTERNESS;P 07/12;Gestão de Whatsapp;1063;1271;O;SISTEMAS;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 2.348,50 
;2023;dez;18/12/23;15/12/23;17/01/24;CONTRATO;ENTERNESS;P 07/12;Gestão de Whatsapp;1064;1271;O;SISTEMAS;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 1.006,50 
;2023;dez;15/12/23;15/12/23;20/01/24;CONTRATO;SUPERI - G8NET - I7;P 09/12;Serviços de Internet;13701;1008;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2023;dez;15/12/23;15/12/23;12/01/24;CONTRATO;TOTVS 02 - 400003/01;Manutenção Datasul - ERP;TOTVS 2 - 400003/01;1054809;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.704,00 
;2023;dez;15/12/23;15/12/23;15/01/24;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;Manutenção Datasul - ERP;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;1055019;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.635,00 
;2023;dez;15/12/23;15/12/23;22/01/24;CONTRATO;TOTVS 05 - A48004/04;Manutenção Datasul - ERP;TOTVS5 - A48004/04;1055080;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.642,20 
;2023;dez;15/12/23;15/12/23;23/01/24;CONTRATO;TOTVS 04 - 943448/02;Manutenção Datasul - ERP;TOTVS4 - 943448/02;1055138;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.719,29 
;2023;dez;15/12/23;15/12/23;24/01/24;CONTRATO;TOTVS 07 - AACRAH/03;Manutenção Datasul - ERP;TOTVS7 - AACRAH/03;1055297;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.478,95 
;2023;dez;13/12/23;18/12/23;25/12/23;CONTRATO;BELLFONE - 2;P 12/12;Serviços de telefonia;4440;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 4.989,78 
