;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Referente;Doc;C Nr / Pedido;Op/Proj;Classificação;Categoria;Prestador;Estab;CNPJ;Cod Datasul;Situação;Status;Valor R$
;2022;set;09/09/22;09/09/22;05/10/22;CONTRATO;GRENKE - I7;Loc.Equip: Notebooks, Coletores;Nota I7;65117;987;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;I7 NÚCLEO;14.262.033/0001-14;2230;INATIVO;LANÇADO; 843,78 
;2022;set;09/09/22;09/09/22;05/10/22;CONTRATO;GRENKE - EQUIPLEX 1;Loc.Equip: Notebooks, Coletores;Boleto 1;63801;976;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;EQUIPLEX;14.262.033/0001-14;2230;INATIVO;LANÇADO; 436,80 
;2022;set;09/09/22;09/09/22;05/10/22;CONTRATO;GRENKE - EQUIPLEX 2;Loc.Equip: Notebooks, Coletores;Boleto 2;68493;976;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;EQUIPLEX;14.262.033/0001-14;2230;INATIVO;LANÇADO; 321,45 
;2022;set;14/09/22;09/09/22;29/09/22;PEDIDO;INGR-261597-EQUIPLEX;;NOTEBOOK - DELL & GARANTIA;330076;PEDIDO;0;INFRA;Consultoria;INGRAM MICRO BRASIL LTDA;EQUIPLEX;01.771.935/0008-00;261597;ATIVO;LANÇADO; 48.424,00 
;2022;set;09/09/22;09/09/22;19/09/22;PEDIDO;ALFAMATICA;;Equipamento, periféricos;662;PEDIDO;0;SPOT;Consultoria;ALFAMATICA COMPUTADORES LTDA;I7 NÚCLEO;07.401.500/0001-84;23517;ATIVO;LANÇADO; 2.989,20 
;2022;set;12/09/22;09/09/22;09/10/22;PEDIDO;PROGRESS;;Consultoria;251;62258;O;SISTEMAS;Consultoria Software;PROGRESS SOFTWARE DO BRASIL LTDA;EQUIPLEX;01.849.291/0001-50;21014;ATIVO;LANÇADO; 15.583,95 
;2022;set;13/09/22;12/09/22;22/09/22;PEDIDO;PROX-VELOMAX - TRANSPLEX;;Acesso internet - Transplex;6872;1163;0;CONECTIVIDADE;Internet;PROX TELECOM LTDA;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 185,03 
;2022;set;13/09/22;12/09/22;22/09/22;PEDIDO;PROX-VELOMAX - TRANSPLEX;;Acesso internet - Transplex;917;1163;0;CONECTIVIDADE;Internet;PROX TELECOM LTDA;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 250,00 
;2022;set;12/09/22;12/09/22;30/09/22;CONTRATO;SANTODIGITAL 1;P 09/12;G Suite Business - Licenca;119522;958;O;SISTEMAS;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 7.524,00 
;2022;set;12/09/22;12/09/22;30/09/22;CONTRATO;SANTODIGITAL 2;P 09/12;Suporte G Suite - Tx Manutenção;119523;958;0;SISTEMAS;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;I7 NÚCLEO;16.895.942/0001-15;261222;INATIVO;LANÇADO; 150,00 
;2022;set;13/09/22;13/09/22;11/10/22;CONTRATO;INGRAM - OFFICE 365;P 08/12;Office 365 Licença;1706773;627;O;SISTEMAS;Consultoria Software;INGRAM - MICROSOFT;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 3.144,40 
;2022;set;13/09/22;13/09/22;21/09/22;CONTRATO;TSPLUS BRASIL;P 02/12;Link Radio - Acesso Internet;1411;1531;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 3.570,80 
;2022;set;14/09/22;13/09/22;13/10/22;PEDIDO;INGR-261597-EQUIPLEX;;MOCHILA NOTE - DELL;330467;PEDIDO;0;INFRA;Consultoria;INGRAM MICRO BRASIL LTDA;EQUIPLEX;01.771.935/0008-00;261597;ATIVO;LANÇADO; 2.660,00 
;2022;set;14/09/22;14/09/22;25/09/22;CONTRATO;APN ;P 06/12;NF 6150 CANCELADA, SUBSTITUIDA P/6353;6353;963;0;CONECTIVIDADE;Internet;APN NETWORKS LTDA;I7 NÚCLEO;07.895.690/0001-33;261263;INATIVO;LANÇADO; 301,46 
;2022;set;15/09/22;14/09/22;13/10/22;CONTRATO;TOTVS 02 - 400003/01;Manutenção Datasul - ERP;TOTVS 2 - 400003/01;928731;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.597,50 
;2022;set;15/09/22;14/09/22;13/10/22;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;Manutenção Datasul - ERP;TOTVS3 - 365084/01 - 400003/01;928732;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 9.834,26 
;2022;set;15/09/22;14/09/22;24/10/22;CONTRATO;TOTVS 04 - 943448/02;Manutenção Datasul - ERP;TOTVS4 - 943448/02;928735;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.447,30 
;2022;set;15/09/22;14/09/22;20/10/22;CONTRATO;TOTVS 05 - A48004/04;Manutenção Datasul - ERP;TOTVS5 - A48004/04;928734;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.350,70 
;2022;set;15/09/22;14/09/22;14/10/22;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;Manutenção Datasul - ERP;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;928733;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.386,96 
;2022;set;15/09/22;14/09/22;24/10/22;CONTRATO;TOTVS 07 - AACRAH/03;Manutenção Datasul - ERP;TOTVS7 - AACRAH/03;928736;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.190,83 
;2022;set;14/09/22;14/09/22;23/09/22;CONTRATO;VALCANAIA;Demanda;Consultoria Financeira;221;999;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 10.000,00 
;2022;set;15/09/22;15/09/22;02/10/22;CONTRATO;DIGITAL WORLD;Demanda;Loc.Impressoras e serviços;11885;950;0;LOCAÇÃO;Locação;DIGITAL WORLD REPR. COM E SERV. LTDA;I7 NÚCLEO;05.022.145/0001-07;23707;INATIVO;LANÇADO; 3.162,16 
;2022;set;15/09/22;15/09/22;12/10/22;CONTRATO;VIRTOS BACKUP;P 06/12;Backup na Nuvem;22208;516;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 421,20 
;2022;set;19/09/22;17/09/22;27/09/22;CONTRATO;VIVO - EQUIPLEX;P 06/24;NF 1 - PRINCIPAL;16192857;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.469,12 
;2022;set;19/09/22;17/09/22;27/09/22;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 04/24;NF 2 - MONITORAMENTO;431513429;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 50,00 
;2022;set;19/09/22;19/09/22;25/09/22;CONTRATO;BELLFONE - 1;Parcela 09/36;Serviços de telefonia;3820;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 1.052,87 
;2022;set;19/09/22;19/09/22;25/09/22;CONTRATO;BELLFONE - 2;Parcela 09/36;Serviços de telefonia;3821;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 4.626,54 
;2022;set;19/09/22;19/09/22;15/10/22;CONTRATO;CORE TELECOM;P 02/12;Locação de Firewall;3710;1064;0;INFRA;Consultoria;CORE SERVIÇOS E INFORMATICA;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 960,00 
;2022;set;20/09/22;20/09/22;30/09/22;CONTRATO;CONTI CONSULTORIA;Demanda;Consultoria em Sistemas - DP;1394;991;O;SISTEMAS;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 10.979,23 
;2022;set;20/09/22;21/09/22;20/10/22;CONTRATO;NEOMIND - P3916/18;P 09/12;Licença de Uso Fusion;16207;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 2.240,66 
;2022;set;21/09/22;21/09/22;20/10/22;CONTRATO;SUPERI - G8NET - I7;P 07/12;Serviços de Internet;9693;1008;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2022;set;27/09/22;23/09/22;14/10/22;PEDIDO;COMPEX - I7;;Compra de baterias p/coletor;9545;PEDIDO;0;INFRA;Locação;COMPEX TECNOLOGIA LTDA;I7 NÚCLEO;03.391.625/0004-62;8664;ATIVO;LANÇADO; 5.542,25 
;2022;set;26/09/22;23/09/22;03/10/22;PEDIDO;INGR-261179-EQUIPLEX;Demanda;Consultoria;1715108;PEDIDO;0;INFRA;Consultoria Software;INGRAM MICRO BRASIL LTDA;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 8.154,00 
;2022;set;26/09/22;23/09/22;29/09/22;PEDIDO;INGR-261597-EQUIPLEX;;Consultoria;331252;PEDIDO;0;INFRA;Consultoria;INGRAM MICRO BRASIL LTDA;EQUIPLEX;01.771.935/0008-00;261597;ATIVO;LANÇADO; 80.960,00 
;2022;set;06/10/22;26/09/22;15/10/22;CONTRATO;JETTELECOM - 1;Parcela 03/05;Acesso internet;2258;1151;0;CONECTIVIDADE;Internet;RC SERV DE TELECOM;TRANSPLEX;34.251.916/0001-36;10594;INATIVO;LANÇADO; 1.500,00 
;2022;set;06/10/22;26/09/22;25/10/22;CONTRATO;JETTELECOM - 2;Parcela 03/05;Acesso internet - Transplex;2259;1144;0;CONECTIVIDADE;Internet;RC SERV DE TELECOM;TRANSPLEX;34.251.916/0001-36;10594;INATIVO;LANÇADO; 1.200,00 
;2022;set;26/09/22;26/09/22;03/10/22;CONTRATO;ALGAR - EQUIPLEX;P 08/12;Internet;209510;1094;0;CONECTIVIDADE;Internet;ALGAR MULTIMIDIA S/A;EQUIPLEX;22.166.193/0010-89;8716;INATIVO;LANÇADO; 1.624,26 
;2022;set;26/09/22;26/09/22;03/10/22;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria Servidores;1319;980;O;TERCEIROS;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 7.150,00 
;2022;set;27/09/22;27/09/22;15/10/22;CONTRATO;PROX-VELOMAX - TRANSPLEX;P 01/12;Acesso internet - Transplex;7006;1163;0;CONECTIVIDADE;Internet;PROX TELECOM LTDA;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 239,00 
;2022;set;28/09/22;28/09/22;28/10/22;CONTRATO;NEOMIND - P15110/21;P 09/12;Taxa de Manutenção;16233;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 960,70 
;2022;set;30/09/22;29/09/22;28/11/22;PEDIDO;PARS PRODUTOS;Demanda;Creative Cloud for Teams;13935;PEDIDO;0;SISTEMAS;Consultoria Software;PARS PRODUTOS DE PROCESSAMENTO DE DADOS;EQUIPLEX;27.626.290/0008-06;10994;ATIVO;LANÇADO; 5.494,50 
;2022;set;30/09/22;29/09/22;28/11/22;PEDIDO;SECURITSOFT;;Consultoria;56984;PEDIDO;0;SEGURANCA;Consultoria;SECURITSOFT DO BRASIL - EIRELI;I7 NÚCLEO;07.760.258/0001-35;261836;INATIVO;LANÇADO; 1.260,00 
;2022;set;30/09/22;30/09/22;25/09/22;CONTRATO;VALCANAIA;Demanda;Consultoria Financeira / Treinamento;223/224;999;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 15.655,60 
;2022;set;03/10/22;30/09/22;30/10/22;PEDIDO;HIGH-TECH INFORMATICA;Demanda;Consultoria;212482;PEDIDO;0;SPOT;Consultoria;HIGH-TECH INFORMATICA IND E COM EIRELI;EQUIPLEX;00.481.679/0001-88;21416;ATIVO;LANÇADO; 878,72 
;2022;out;03/10/22;01/10/22;10/10/22;CONTRATO;C&C COMPUTER CLOUD;Parcela 16/36 - 04/12;Computação na Nuvem;5696;897;O;INFRA - BANCO DE DADOS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 50.877,04 
;2022;out;03/10/22;01/10/22;20/10/22;CONTRATO;ALLE TECNOLOGIA;P 07/12;Gestão de ERP Totvs 12;3471;994;O;DATASUL;Consultoria Software;ALLE TECNOLOGIA LTDA ME;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;LANÇADO; 800,00 
;2022;out;03/10/22;02/10/22;11/10/22;CONTRATO;PRODUTIVE - EQUIPLEX;P 02/12;Locação de Equip.: Coletores / notebooks;69;969;0;INFRA;Locação;PRODUTIVE LOCAÇÕES E SERVIÇOS LTDA;EQUIPLEX;35.665.923/0001-47;2446;INATIVO;LANÇADO; 2.597,66 
;2022;out;03/10/22;02/10/22;11/10/22;CONTRATO;PRODUTIVE - I7;P 02/12;Locação de Equip.: Coletores / notebooks;70;951;0;INFRA;Locação;PRODUTIVE LOCAÇÕES E SERVIÇOS LTDA;I7 NÚCLEO;35.665.923/0001-47;2446;INATIVO;LANÇADO; 2.649,51 
;2022;out;03/10/22;03/10/22;01/11/22;CONTRATO;REGISTRO BR;;Dominio de Internet;38067248-0;1005;O;NET DOMINIOS;Internet;NUCLEO DE INFORM E COORD DO PONTO BR;EQUIPLEX;05.506.560/0001-36;23706;ATIVO;LANÇADO; 112,00 
;2022;out;03/10/22;03/10/22;10/10/22;CONTRATO;GLOBO SOLUÇÕES;P 07/12;Crachás para o DP;10536;1110;0;LOCAÇÃO;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA (FINALIZADO DEZ23);EQUIPLEX;21.121.429/0001-07;9134;INATIVO;LANÇADO; 350,00 
;2022;out;03/10/22;03/10/22;15/10/22;CONTRATO;CLARO CELULAR;Parcela 20/24;Celular - Equiplex;3 FATURAS;968;O;CONECTIVIDADE;Telefonia;CLARO S.A.;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 3.941,62 
;2022;out;03/10/22;03/10/22;14/10/22;CONTRATO;HPFS - LOCAÇÃO NOTEBOOKS;Parcela 06/36;Locação de Notebooks;14102022;1011;0;LOCAÇÃO;Locação;HP FIN SERV ARREND MERC;I7 NÚCLEO;97.406.706/0001-90;1639;INATIVO;LANÇADO; 1.857,27 
;2022;out;03/10/22;03/10/22;20/10/22;CONTRATO;OPTIDATA - AMPLIDRIVE;Parcela 03/05;Amplidrive;21862;1145;O;SISTEMAS;Consultoria Software;OPTIDATA LTDA;I7 NÚCLEO;01.687.282/0001-00;10726;INATIVO;LANÇADO; 1.580,84 
;2022;out;03/10/22;03/10/22;24/10/22;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 06/12;Locação de Desktops;24102022;715;O;LOCAÇÃO;Locação;HP FIN SERV ARREND MERC;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 15.236,20 
;2022;out;04/10/22;04/10/22;12/10/22;CONTRATO;VALIDEINFO WEB;P 01/12;NF 458 enviada com empresa errada alterada para 464;464;778;O;SISTEMAS;Consultoria;VALIDEINFO WEB;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 206,86 
;2022;out;24/10/22;04/10/22;05/11/22;CONTRATO;GRENKE - I7;Loc.Equip: Notebooks, Coletores;Nota I7;75780;987;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;I7 NÚCLEO;14.262.033/0001-14;2230;INATIVO;LANÇADO; 843,78 
;2022;out;05/10/22;04/10/22;22/10/22;CONTRATO;TOTVS 01 - A42305/05;Manutenção Datasul - ERP;TOTVS 1 - A42305/05;932664;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.135,84 
;2022;out;05/10/22;05/10/22;15/10/22;CONTRATO;CONTI CONSULTORIA;Demanda;Consultoria em Sistemas - DP;1552;991;O;SISTEMAS;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 4.732,47 
;2022;out;05/10/22;05/10/22;17/10/22;CONTRATO;OI - TELECOM GERAL - DDR;;OI - DDR;15121017;1006;0;CONECTIVIDADE;Telefonia;OI S.A.;EQUIPLEX;76.535.764/0328-51;20119;INATIVO;LANÇADO; 944,75 
;2022;out;05/10/22;05/10/22;17/10/22;CONTRATO;OI - TELECOM GERAL - 0800;;OI - 0800;15107992;956;O;CONECTIVIDADE;Telefonia;OI S.A.;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 326,80 
;2022;out;06/10/22;05/10/22;30/10/22;CONTRATO;TOTVS 00 - TICKETS;Manutenção Datasul - ERP;Tkts: 15018687, 15217358;934969;134;O;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.829,05 
;2022;out;05/10/22;05/10/22;05/11/22;CONTRATO;ACTTIVE - DOCNIX;P 09/12;Licença de Uso;10607;640;O;SISTEMAS;Consultoria Software;ACTTIVE LTDA;EQUIPLEX;25.076.779/0001-50;21092;ATIVO;LANÇADO; 4.943,55 
;2022;out;05/10/22;05/10/22;07/11/22;CONTRATO;SETI - I7;Parcela 06/36;S4 Internet Controlada, Servidor Proxy;43415;1020;O;CONECTIVIDADE;Consultoria;SETI SEG E TECNOLOGIA INTERNET LTDA;I7 NÚCLEO;05.348.924/0001-05;9268;ATIVO;LANÇADO; 1.441,03 
;2022;out;05/10/22;05/10/22;03/11/22;PEDIDO;PRIMETEK;;Equipamentos, acessórios;212054;PEDIDO;0;INFRA;Consultoria;REGIA COM. DE INFORMATICA LTDA;I7 NÚCLEO;07.851.862/0001-77;23670;ATIVO;LANÇADO; 1.449,00 
;2022;out;06/10/22;06/10/22;20/10/22;CONTRATO;CLARO NET - HT3;P 10/12;Internet HT3;2896969;1073;O;CONECTIVIDADE;Internet;CLARO NEXT TELECOMUNICAÇÕES S.A.;I7 NÚCLEO;66.970.229/0019-96;23772;ATIVO;LANÇADO; 104,01 
;2022;out;10/10/22;06/10/22;20/10/22;CONTRATO;ALGAR - TRANSPLEX;P 07/12;Internet;402523513;876;0;CONECTIVIDADE;Internet;ALGAR SOLUCOES EM TIC S/A;TRANSPLEX;22.166.193/0010-89;8716;INATIVO;LANÇADO; 4.295,04 
;2022;out;06/10/22;06/10/22;13/10/22;PEDIDO;JANY-MARANS;;Prestação de Serviços;141;PEDIDO;0;MANUTENCAO;Consultoria;JANY MARQUES R DE OLIVEIRA SILVA;I7 NÚCLEO;31.630.156/0001-80;5075;ATIVO;LANÇADO; 739,00 
;2022;out;06/10/22;06/10/22;03/11/22;PEDIDO;TELEMATICA;Demanda;;136379;PEDIDO;0;INFRA;Consultoria;TELEMATICA SISTEMAS INTELIGENTES LTDA;EQUIPLEX;44.772.937/0001-50;2202;ATIVO;LANÇADO; 1.522,89 
;2022;out;11/10/22;11/10/22;29/10/22;CONTRATO;SANTODIGITAL 1;P 10/12;G Suite Business - Licenca;121541;958;O;SISTEMAS;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 8.360,00 
;2022;out;11/10/22;11/10/22;29/10/22;CONTRATO;SANTODIGITAL 2;P 10/12;Suporte G Suite - Tx Manutenção;121540;958;0;SISTEMAS;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;I7 NÚCLEO;16.895.942/0001-15;261222;INATIVO;LANÇADO; 150,00 
;2022;out;10/10/22;11/10/22;08/11/22;CONTRATO;INGRAM - OFFICE 365;P 09/12;Office 365 Licença;1724394;627;O;SISTEMAS;Consultoria Software;INGRAM - MICROSOFT;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 3.180,10 
;2022;out;13/10/22;13/10/22;21/10/22;CONTRATO;TSPLUS BRASIL;P 03/12;Link Radio - Acesso Internet;1585;1531;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 3.570,80 
;2022;out;13/10/22;13/10/22;15/11/22;CONTRATO;CORE TELECOM;P 03/12;Locação de Firewall;3742;1064;0;INFRA;Consultoria;CORE SERVIÇOS E INFORMATICA;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 960,00 
;2022;out;14/10/22;14/10/22;12/11/22;CONTRATO;VIRTOS BACKUP;P 07/12;Backup na Nuvem;22525;516;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 638,44 
;2022;out;17/10/22;17/10/22;03/11/22;CONTRATO;DIGITAL WORLD;Demanda;Loc.Impressoras e serviços;12213;950;0;LOCAÇÃO;Locação;DIGITAL WORLD REPR. COM E SERV. LTDA;I7 NÚCLEO;05.022.145/0001-07;23707;INATIVO;LANÇADO; 2.810,24 
;2022;out;17/10/22;17/10/22;05/11/22;CONTRATO;GRENKE - EQUIPLEX 1;Loc.Equip: Notebooks, Coletores;Boleto 1;70738;976;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;EQUIPLEX;14.262.033/0001-14;2230;INATIVO;LANÇADO; 436,80 
;2022;out;17/10/22;17/10/22;05/11/22;CONTRATO;GRENKE - EQUIPLEX 2;Loc.Equip: Notebooks, Coletores;Boleto 2;75286;976;0;INFRA ;Locação;GC LOCAÇÃO DE EQUIP LTDA;EQUIPLEX;14.262.033/0001-14;2230;INATIVO;LANÇADO; 321,45 
;2022;out;18/10/22;18/10/22;25/10/22;CONTRATO;BELLFONE - 1;Parcela 10/36;Serviços de telefonia;3864;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 1.052,87 
;2022;out;18/10/22;18/10/22;25/10/22;CONTRATO;BELLFONE - 2;Parcela 10/36;Serviços de telefonia;3865;633;0;CONECTIVIDADE;Locação;BELLFONE DIST PROD TELECOM INF LTDA;EQUIPLEX;57.621.229/0001-60;4884;INATIVO;LANÇADO; 4.626,54 
;2022;out;18/10/22;18/10/22;24/11/22;CONTRATO;TOTVS 07 - AACRAH/03;Manutenção Datasul - ERP;TOTVS7 - AACRAH/03;936523;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.190,83 
;2022;out;18/10/22;18/10/22;12/11/22;CONTRATO;TOTVS 02 - 400003/01;Manutenção Datasul - ERP;TOTVS 2 - 400003/01;936518;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.704,00 
;2022;out;18/10/22;18/10/22;12/11/22;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;Manutenção Datasul - ERP;TOTVS3 - 365084/01 - 400003/01;936519;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 9.936,26 
;2022;out;18/10/22;18/10/22;14/11/22;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;Manutenção Datasul - ERP;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;936520;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.386,96 
;2022;out;18/10/22;18/10/22;20/11/22;CONTRATO;TOTVS 05 - A48004/04;Manutenção Datasul - ERP;TOTVS5 - A48004/04;936521;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.350,70 
;2022;out;18/10/22;18/10/22;23/11/22;CONTRATO;TOTVS 04 - 943448/02;Manutenção Datasul - ERP;TOTVS4 - 943448/02;936522;134;0;DATASUL;Consultoria Software;TOTVS S.A.;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.447,30 
;2022;out;18/10/22;18/10/22;28/11/22;CONTRATO;NEOMIND - P15110/21;P 10/12;Taxa de Manutenção;16362;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 960,70 
;2022;out;21/10/22;19/10/22;18/11/22;PEDIDO;PARS PRODUTOS;Demanda;Creative Cloud for Teams;15058;PEDIDO;0;SISTEMAS;Consultoria Software;PARS PRODUTOS DE PROCESSAMENTO DE DADOS;EQUIPLEX;27.626.290/0008-06;10994;ATIVO;LANÇADO; 1.611,00 
;2022;out;21/10/22;19/10/22;18/11/22;PEDIDO;WEBERTH P BRINGEL;Demanda;Consultoria;15;PEDIDO;0;SPOT;Consultoria;WEBERTH PEREIRA BRINGEL;I7 NÚCLEO;44.816.092/0001-58;11045;ATIVO;LANÇADO; 620,00 
;2022;out;20/10/22;20/10/22;21/11/22;CONTRATO;NEOMIND - P3916/18;P 10/12;Licença de Uso Fusion;16387;954;O;SISTEMAS;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 2.240,66 
;2022;out;20/10/22;20/10/22;27/10/22;CONTRATO;VIVO - EQUIPLEX;P 07/24;NF 1 - PRINCIPAL;16211915;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.432,28 
;2022;out;20/10/22;20/10/22;27/10/22;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 05/24;NF 2 - MONITORAMENTO;431513429;1112;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 50,00 
