;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Descrição;Doc;C Nr / Pedido;Conta;Op/Proj;Classificação;Categoria;Prestador;Descrição2;Estab;CNPJ;Cod Datasul;Situação;Status; Valor R$ 
;2024;jan;26/01/24;26/01/24;15/02/24;CONTRATO;PROX-VELOMAX - TRANSPLEX;P 01/12;Acesso internet - Transplex;10136;1163;4210508;0;0;Internet;PROX TELECOM LTDA;Serviços de Telefonia / Internet;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 239,00 
;2024;jan;30/01/24;30/01/24;28/02/24;PEDIDO;INGRAM902-HCOMPANY;Demanda;Garantias;2020368;66188;9010103;0;0;Consultoria;INGRAM MICRO BRASIL LTDA;Consultoria;H.SOLUÇÕES;01.771.935/0010-25;902;ATIVO;LANÇADO; 567,00 
;2024;fev;01/02/24;01/02/24;11/02/24;CONTRATO;C&C COMPUTER CLOUD;P 02/12;Computação na Nuvem;6499;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;Computação na Nuvem;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 50.877,04 
;2024;fev;01/02/24;01/02/24;11/02/24;CONTRATO;C&C COMPUTER CLOUD;P 02/12;Computação na Nuvem;6500;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;Computação na Nuvem;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 2.800,00 
;2024;fev;01/02/24;01/02/24;17/02/24;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 02/12;Locação Desktops;170224;715;4210411;O;LEASING EQUIPAMENTOS;Locação;HP FIN SERV ARREND MERC;Locação de Desktops;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 25.555,50 
;2024;fev;01/02/24;01/02/24;14/02/24;CONTRATO;HPFS - LOCAÇÃO NOTEBOOKS;P 02/12;Locação Notebooks;140124;1011;4210411;0;0;Locação;HP FIN SERV ARREND MERC;Locação de Notebooks;I7 NÚCLEO;97.406.706/0001-90;1639;INATIVO;LANÇADO; 1.857,27 
;2024;fev;01/02/24;01/02/24;15/02/24;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;58671369;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 6.342,88 
;2024;fev;01/02/24;01/02/24;15/02/24;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;58671706;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 61,74 
;2024;fev;01/02/24;01/02/24;15/02/24;CONTRATO;CLARO CELULAR;P 02/12;Claro Celular;2577551;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 42,15 
;2024;fev;01/02/24;01/02/24;20/02/24;CONTRATO;ALLE TECNOLOGIA;P 02/12;Gestão de ERP Totvs 12;4482;994;4210302;O;SUPORTE ERP;Consultoria Software;ALLE TECNOLOGIA LTDA ME;Gestão de Datasul;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;LANÇADO; 800,00 
;2024;fev;01/02/24;01/02/24;20/02/24;CONTRATO;OPTIDATA - AMPLIDRIVE;P 02/12;Amplidrive;32088;1145;4210317;O;CANCELADO;Consultoria Software;OPTIDATA LTDA;Licença de Uso Amplidrive;I7 NÚCLEO;01.687.282/0001-00;10726;INATIVO;LANÇADO; 2.072,31 
;2024;fev;01/02/24;01/02/24;10/02/24;CONTRATO;GEORGELLIS;Demanda;Acompanhamento de Contratos;52;1365;4210317;O;CANCELADO;Consultoria;NUCLEO ASSESSOIA EMPRESARIAL;Domínio;I7 NÚCLEO;30.025.669/0001-07;2414;INATIVO;LANÇADO; 6.660,00 
;2024;fev;01/01/24;01/02/24;11/02/24;CONTRATO;HUB CERRADO LTDA;P 02/12;Aluguel de Sala Comercial;1314;1312;4210318;0;0;Aluguel;HUB DO CERRADO;Aluguel de Sala Comercial;I7 NÚCLEO;34.119.623/0001-08;12408;INATIVO;LANÇADO; 31.000,00 
;2024;fev;02/02/24;02/02/24;03/03/24;PEDIDO;TEK ATACADO;Demanda;02 cxs cabo de rede CAT6;31737;66739;0;0;0;Consultoria;TEK ATACADO DISTRIBUIDOR DE SEG ELETRONICA;Equipamentos;HOSPDROGAS;27.316.854/0001-38;4654;ATIVO;LANÇADO; 2.022,00 
;2024;fev;12/02/24;02/02/24;22/02/24;CONTRATO;CLARO - CHIP;P 02/12;ADITIVO CHIP;58980016;1275;4210508;O;CONECTIVIDADE;Telefonia;CLARO S.A.;Serviços de Celular;I7 NÚCLEO;40.432.544/0436-28;261010;ATIVO;LANÇADO; 39,99 
;2024;fev;01/02/24;04/02/24;15/02/24;CONTRATO;GLOBO SOLUÇÕES 2;P 02/12;Crachás para o DP;16182;1378;4210318;O;IMPRESSORAS CRACHAS;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA;Serviços de Impressão Crachás - DP, LOCACAO DE UM EQUIPAMENTO IMPRESSORA DE CARTAO PVC DA MARCA FARGO DTC 1250 SINLGE SIDE;EQUIPLEX;21.121.429/0001-07;9134;ATIVO;LANÇADO; 350,00 
;2024;fev;05/02/24;05/02/24;26/02/24;CONTRATO;FEEDZ;P 02/12;CDU-Licenciamento;47243;1333;4210317;O;LICENCAS SISTEMAS RH;Consultoria Software;FEEDZ TECNOLOGIA LTDA (SUBST 1316);CDU-LICENCIAMENTO OU CESSAO DE DIREITO;I7 NÚCLEO;30.457.205/0001-61;12617;ATIVO;LANÇADO; 7.544,00 
;2024;fev;05/02/24;05/02/24;17/02/24;CONTRATO;VALIDEINFO WEB;P 02/12;Serviços Consulta Web;1184;778;4210317;O;REGULATÓRIO;Consultoria;VALIDEINFO WEB;Serviços de Dados;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 204,31 
;2024;fev;05/02/24;05/02/24;05/03/24;CONTRATO;SETI - I7;P 02/12;Internet Controlado Servidor Proxy;56399;1020;4210317;O;CONECTIVIDADE;Consultoria;SETI SEG E TECNOLOGIA INTERNET LTDA;Servidor Proxy Cloud;I7 NÚCLEO;05.348.924/0001-05;9268;ATIVO;LANÇADO; 1.513,08 
;2024;fev;05/02/24;05/02/24;22/02/24;CONTRATO;TOTVS 01 - A42305/05;P 02/12;TOTVS 1 - A42305/05;1069075;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 01 - A42305/05;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.345,95 
;2024;fev;05/02/24;05/02/24;13/02/24;PEDIDO;MARCELO BRASIL - SYNQ;Demanda;Emissao de aviso, recibo em pdf;128;66814;4210317;0;0;Consultoria;MARCELO BRASIL OLIVEIRA;0;I7 NÚCLEO;30.637.612/0001-50;11608;INATIVO;LANÇADO; 3.800,00 
;2024;fev;05/02/24;05/02/24;13/02/24;PEDIDO;ALFAMATICA;Demanda;Manutencao de computadores;786;66813;4210317;0;0;Consultoria;ALFAMATICA COMPUTADORES LTDA;Consultoria;I7 NÚCLEO;07.401.500/0001-84;23517;ATIVO;LANÇADO; 748,10 
;2024;fev;06/02/24;06/02/24;20/02/24;CONTRATO;JETTELECOM - I7;P 01/12;Internet - I7;156097;1388;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 198,00 
;2024;fev;06/02/24;06/02/24;20/02/24;CONTRATO;JETTELECOM - I7;P 01/12;Internet - I7;163;1388;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 148,50 
;2024;fev;06/02/24;06/02/24;20/02/24;CONTRATO;JETTELECOM - I7;P 01/12;Internet - I7;104;1388;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 148,50 
;2024;fev;06/02/24;06/02/24;15/02/24;CONTRATO;OI - TELECOM GERAL - 0800;P 02/12;OI - 0800;16816335;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 263,08 
;2024;fev;06/02/24;06/02/24;15/02/24;CONTRATO;OI - TELECOM GERAL - DDR;P 02/12;OI - DDR;16823268;1006;4210309;0;0;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;INATIVO;LANÇADO; 1.180,69 
;2024;fev;06/02/24;06/02/24;15/02/24;CONTRATO;OPENNEW;P 02/12;Telefonia-PABX;1665;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;Serviços de PABX NET;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 3.000,00 
;2024;fev;06/02/24;06/02/24;05/03/24;CONTRATO;ACTTIVE - DOCNIX;P 02/12;Licença de Uso;14104;640;4210317;O;REGULATÓRIO;Consultoria Software;ACTTIVE LTDA;Docnix - Gestão de Documentos / Garantia;EQUIPLEX;25.076.779/0001-50;21092;ATIVO;LANÇADO; 5.143,20 
;2024;fev;06/02/24;06/02/24;15/02/24;CONTRATO;OPENNEW;P 02/12;Telefonia-PABX;1666;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;Serviços de PABX NET;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 600,00 
;2024;fev;06/02/24;06/02/24;20/02/24;CONTRATO;ALGAR-PABX-EQUIPLEX;P 02/12;Internet-Voz;2612748;1326;4210508;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;Serviços de Internet;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;LANÇADO; 799,00 
;2024;fev;07/02/24;07/02/24;05/03/24;CONTRATO;INGRAM - OFFICE 365;P 02/12;Office 365 Licença;2022836;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 20.102,85 
;2024;fev;08/02/24;07/02/24;19/02/24;CONTRATO;CONTI CONSULTORIA;Demanda;Proposta: 028.1652.2021;346;991;4210317;O;SUPORTE SISTEMA RH;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;Desenvolvimento  e  manutenção  de  sistemas através  de  profissionais  especializados  cedidos  pela CONTRATADA  na consultoria,  Treinamento, Análise, Desenvolvimento e Gerenciamento nos sistemas, Totvs 12 Linha Datasul, HCM, Progress;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 7.297,38 
;2024;fev;08/02/24;07/02/24;15/02/24;PEDIDO;ALMI BEZERRA DE MEND;Demanda;Conserto TV Equiplex;3362;66927;4210302;0;0;Consultoria;ALMI BEZERRA DE MENDONÇA;Prestação de Serviços;I7 NÚCLEO;00.145.730/0001-80;22283;ATIVO;LANÇADO; 550,00 
;2024;fev;08/02/24;08/02/24;21/02/24;PEDIDO;IF DA SILVA - JL SISTEMAS;Demanda;PEDIDO 66919;781;66919;4210317;0;0;Consultoria;IF DA SILVA - JL SISTEMAS;;EQUIPLEX;32.747.672/0001-51;10853;ATIVO;LANÇADO; 400,00 
;2024;fev;15/02/24;08/02/24;11/03/24;PEDIDO;NEOGRID;Demanda;Serviço Pontual;383914;66823;4210317;0;0;Consultoria Software;NEOGRID INFORMATICA LTDA;0;EQUIPLEX;05.794.609/0001-01;8915;ATIVO;LANÇADO; 2.521,50 
;2024;fev;08/02/24;08/02/24;14/03/24;CONTRATO;TOTVS 13 - AAJQD4/01;P 01/12;TOTVS 13 - AAJQD4/01;1072264;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 13 - AAJQD4/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 5.556,60 
;2024;fev;08/02/24;08/02/24;14/03/24;CONTRATO;TOTVS 13 - AAJQD4/01;P 01/12;TOTVS 13 - AAJQD4/01;1072265;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 13 - AAJQD4/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 198,80 
;2024;fev;08/02/24;08/02/24;16/02/24;PEDIDO;AGROSEG;Demanda;Instalacao de 4 cameras Ed.Imperador;165;66920;0;0;0;Consultoria;AGROSEG SOLUCOES E TEC EIRELI;Manutenção Sistema Controle de Acesso HT3;I7 NÚCLEO;37.506568/0001-99;9679;ATIVO;LANÇADO; 1.811,88 
;2024;fev;08/02/24;08/02/24;21/02/24;PEDIDO;JL SISTEMAS;Demanda;Instalacao de controle de acesso porta TI;781;66919;;;;;;;;;;;LANÇADO; 400,00 
;2024;fev;08/02/24;08/02/24;08/03/24;CONTRATO;INGRAM - OFFICE 365;Demanda;02 Licenças de Coreldraw;2024515;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 2.800,05 
;2024;fev;08/02/24;08/02/24;05/03/24;PEDIDO;TEK ATACADO;Demanda;Unifi Wisp Mikrotik;31820;66937;0;0;0;Consultoria;TEK ATACADO DISTRIBUIDOR DE SEG ELETRONICA;Equipamentos;HOSPDROGAS;27.316.854/0001-38;4654;ATIVO;LANÇADO; 388,65 
;2024;fev;09/02/24;09/02/24;07/03/24;CONTRATO;INGRAM - OFFICE 365;P 02/12;Office 365 Licença + Aditivo;2025278;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 431,52 
;2024;fev;09/02/24;09/02/24;20/03/24;CONTRATO;SUPERI - G8NET - I7;P 02/12;Serviço de Internet - boleto alterado;14146;1008;4210508;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;Serviços de Telefonia / Internet;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2024;fev;12/02/24;12/02/24;20/02/24;CONTRATO;CLARO NET - HT3;P 02/12;Internet HT3;5988734;1073;4210317;O;CONECTIVIDADE HT3;Internet;CLARO NEXT TELECOMUNICAÇÕES S.A.;Serviços de Internet HT3;I7 NÚCLEO;66.970.229/0019-96;23772;ATIVO;LANÇADO; 185,00 
;2024;fev;12/02/24;12/02/24;19/02/24;CONTRATO;CLICKSIGN;P 02/12;Certificação Digital;162552;1334;4210317;O;REGULATÓRIO;Consultoria Software;CLICKSIGN GESTAO DE DOCUMENTOS S/A;Plataforma de Assinaturas e Documentos;I7 NÚCLEO;12.499.520/0001-70;1385;ATIVO;LANÇADO; 257,60 
;2024;fev;12/02/24;12/02/24;19/02/24;PEDIDO;CONTI CONSULTORIA;Demanda;Despesas de viagem Consultor;60415;66980;4210317;O;SUPORTE SISTEMA RH;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;Desenvolvimento  e  manutenção  de  sistemas através  de  profissionais  especializados  cedidos  pela CONTRATADA  na consultoria,  Treinamento, Análise, Desenvolvimento e Gerenciamento nos sistemas, Totvs 12 Linha Datasul, HCM, Progress;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 543,37 
;2024;fev;12/02/24;12/02/24;20/02/24;CONTRATO;EUAX-ARTIA;P 02/12;Licença de uso Programa Artia;44993;668;4210317;O;LICENCAS SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;Referente cessao de direito de uso do programa Artia.;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2024;fev;14/02/24;14/02/24;21/02/24;CONTRATO;TSPLUS BRASIL;P 02/12;Link Radio - Acesso Internet;5070;1531;4210317;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;Licenciamento Software Conexão Remota;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 3.570,80 
;2024;fev;15/02/24;15/02/24;22/02/24;CONTRATO;JETTELECOM - APARECIDA;P 02/12;Internet - Transplex;56126;1374;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 2.800,00 
;2024;fev;15/02/24;15/02/24;12/03/24;CONTRATO;TOTVS 02 - 400003/01;P 02/12;TOTVS 2 - 400003/01;1073453;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 02 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.704,00 
;2024;fev;15/02/24;15/02/24;12/03/24;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;P 02/12;TOTVS 3 - 365084/01 - 400003/01;1073499;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 03 - 365084/01 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 10.389,29 
;2024;fev;15/02/24;15/02/24;25/03/24;CONTRATO;TOTVS 04 - 943448/02;P 02/12;TOTVS 4 - 943448/02;1073953;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 04 - 943448/02;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.886,94 
;2024;fev;15/02/24;15/02/24;20/03/24;CONTRATO;TOTVS 05 - A48004/04;P 02/12;TOTVS5 - A48004/04;1073746;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 05 - A48004/04;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.642,20 
;2024;fev;15/02/24;15/02/24;14/03/24;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;P 02/12;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;1073584;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 06 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.635,00 
;2024;fev;15/02/24;15/02/24;25/03/24;CONTRATO;TOTVS 07 - AACRAH/03;P 02/12;TOTVS7 - AACRAH/03;1074005;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 07 - AACRAH/03;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.677,75 
;2024;fev;15/02/24;15/02/24;14/03/24;CONTRATO;TOTVS 08 - AAHVOT/03;P 02/12;TOTVS 8 - AAHVOT/03;1073562;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 08 - AAHVOT/03;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.421,48 
;2024;fev;19/02/24;15/02/24;17/03/24;CONTRATO;ENTERNESS;P 02/12;Gestão de Whatsapp;1163;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 1.267,79 
;2024;fev;19/02/24;15/02/24;17/03/24;CONTRATO;ENTERNESS;P 02/12;Gestão de Whatsapp;1162;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 2.958,18 
;2024;fev;19/02/24;15/02/24;17/03/24;CONTRATO;ENTERNESS;Demanda;Gestão de Whatsapp;190224;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 140,00 
;2024;fev;19/02/24;15/02/24;01/03/24;CONTRATO;ENTERNESS;Demanda;Gestão de Whatsapp;1153;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 225,00 
;2024;fev;21/02/24;19/02/24;05/03/24;CONTRATO;HCOMPANY-EQUIPLEX-LOC;P 02/12;Contrato Locação - Equiplex;1022024;1215;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 203.626,06 
;2024;fev;21/02/24;19/02/24;05/03/24;CONTRATO;HCOMPANY-TRANSPLEX-LOC;P 02/12;Contrato Locação - Transplex;2022024;1213;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 123.122,63 
;2024;fev;21/02/24;19/02/24;05/03/24;CONTRATO;HCOMPANY-HOSPDROGAS-LOC;P 02/12;Contrato Locação - Hospdrogas;3022024;1214;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 168.074,87 
;2024;fev;19/02/24;19/02/24;27/02/24;CONTRATO;VIVO - EQUIPLEX;P 02/12;NF 1 - PRINCIPAL;16534159;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.504,18 
;2024;fev;19/02/24;19/02/24;27/02/24;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 02/12;NF 2 - MONITORAMENTO;190224;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 52,51 
;2024;fev;;20/02/24;04/03/24;CONTRATO;HCOMPANY-TRANSPLEX-SERV;P 01/12;NÃO AUTORIZADO;;1212;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO; -   
;2024;fev;;20/02/24;04/03/24;CONTRATO;HCOMPANY-TRANSPLEX-SERV;P 02/12;Prestação de Serviços;;1212;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO; -   
;2024;fev;20/02/24;20/02/24;06/03/24;CONTRATO;DW SERVICE;P 02/12;Loc.Impressoras e serviços;4545;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 610,80 
;2024;fev;20/02/24;20/02/24;06/03/24;CONTRATO;DW SERVICE;P 02/12;Loc.Impressoras e serviços;4544;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 4.780,54 
;2024;fev;20/02/24;20/02/24;15/03/24;CONTRATO;CORE TELECOM;P 02/12;Locação de Firewall;4102;1064;4210317;0;0;Consultoria;CORE SERVIÇOS E INFORMATICA;Locação de Firewall;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 988,70 
;2024;fev;21/02/24;20/02/24;28/02/24;CONTRATO;VALCANAIA;P 02/12;Consultoria Financeira;293;999;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;Consultoria Financeira;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 7.435,00 
;2024;fev;21/01/24;21/02/24;06/03/24;CONTRATO;HCOMPANY-EQUIPLEX-SERV;P 02/12;Prestação de Serviços;43;1210;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 90.110,00 
;2024;fev;21/02/24;21/02/24;06/03/24;CONTRATO;HCOMPANY-HOSPDROGAS-SERV;P 02/12;Prestação de Serviços;42;1211;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 70.170,00 
;2024;fev;21/02/24;21/02/24;01/03/24;CONTRATO;LZ GESTÃO;Demanda;Consultoria em Jan/24;27;1362;4210302;0;0;Consultoria;LZ GESTÃO DE TI LTDA;Consultoria;I7 NÚCLEO;48.421.249/0001-05;11235;INATIVO;LANÇADO; 6.989,00 
;2024;fev;23/02/24;23/02/24;01/03/24;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria de Servidores;1483;980;4210317;O;SUPORTE  INFRA;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;Consultoria Servidores;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 11.300,00 
;2024;fev;26/02/24;26/02/24;12/03/24;CONTRATO;VIRTOS BACKUP;P 02/12;Backup na Nuvem;28312;516;4210317;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;Backup na Nuvem;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 382,56 
;2024;fev;26/02/24;26/02/24;26/03/24;PEDIDO;VALCANAIA;Demanda;Cadastro de empresa Hospdrogas SP e ES;295;66827;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;Consultoria Financeira;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 22.000,00 
;2024;fev;26/02/24;26/02/24;15/03/24;CONTRATO;SANTODIGITAL 1;Demanda;Downgrade no plano;20528;958;4210317;O;LICENCAS GOOGLE;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;G Suite Business Licença;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 5.639,20 
;2024;fev;26/02/24;26/02/24;15/03/24;CONTRATO;PROX-VELOMAX - TRANSPLEX;P 02/12;Acesso internet - Transplex;10328;1163;4210508;0;0;Internet;PROX TELECOM LTDA;Serviços de Telefonia / Internet;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 239,00 
;2024;fev;27/02/24;27/02/24;04/03/24;CONTRATO;VOGEL-ALGAR - EQUIPLEX;P 02/12;Serviço de Internet;45847;1208;4210508;O;CONECTIVIDADE;Internet;VOGEL SOL. EM TEL. E INF. S/A;Serviços de Internet;EQUIPLEX;05.872.814/0018-88;11460;ATIVO;LANÇADO; 1.797,61 
;2024;fev;28/02/24;28/02/24;26/03/24;PEDIDO;INGRAM - OFFICE 365;Demanda;Compra de Monitor;406015;67311;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 1.216,00 
